CaseMasterID,CrimeNo,CaseNo,CrimeRegisteredDate,PolicePersonID,PoliceStationID,CaseCategoryID,GravityOffenceID,CrimeMajorHeadID,CrimeMinorHeadID,CaseStatusID,CourtID,IncidentFromDate,IncidentToDate,InfoReceivedPSDate,Latitude,Longitude,BriefFacts
125,FIR202600125,CASE202600125,2025-03-14,218,85,3,2,9,27,3,24,2025-03-13 18:01:49,2025-03-13 21:17:49,2025-03-13 23:07:49,13.376896,78.323943,"On March 13, 2025, at approximately 6:01 pm, Frederick Golla, a resident of Dharwad North, went missing without a trace. His father, Mohammed Sarkar, reported the incident to the police station at Dharwad North, and an FIR was registered under Section 380 of the Indian Penal Code for ""theft or criminal trespass with intent to"
126,FIR202600126,CASE202600126,2024-08-06,250,109,3,1,13,37,4,32,2024-08-06 05:39:42,2024-08-06 07:48:42,2024-08-06 09:29:42,13.035969,76.308465,"On 6th August 2024 at around 5:39 am, Geetika Prabhu, the complainant, lodged a complaint at Kodagu East Police Station, Kodagu district, regarding an organized crime committed by Chandani Tella, Deepa Sengupta, and Vansha Mani. The trio is accused of engaging in gang activity, including extortion"
127,FIR202600127,CASE202600127,2026-05-23,91,170,4,2,14,42,3,50,2026-05-23 14:24:24,2026-05-23 17:14:24,2026-05-23 18:09:24,18.126829,78.229276,"On 23rd May 2026 at approximately 14:24:24 hours, a complaint was filed by Oeshi Kothari regarding an illegal racing incident that took place on the Vijayanagara-Krishna Nagar road. The complainant alleged that Upadhriti Sood and Geetika Bhattacharyya were involved in a race with"
128,FIR202600128,CASE202600128,2026-04-17,272,97,3,2,11,33,3,28,2026-04-17 07:18:58,2026-04-17 17:42:58,2026-04-17 19:32:58,17.43731,77.555772,"On 17th April 2026 at approximately 7:18 PM, Haveri Town Police Station received a complaint from Vedant Anand regarding a forgery incident involving Isaac Deep and Zansi Pandya. According to the complainant, Zansi Pandya forged Isaac Deep's signature on several documents without his consent, resulting in financial loss to Isaac Deep. The accused,"
129,FIR202600129,CASE202600129,2026-03-14,491,174,2,1,8,22,5,51,2026-03-14 09:38:26,2026-03-14 18:58:26,2026-03-14 20:21:26,11.647641,78.278275,"On March 14th, 2026 at around 9:38 am, Vijayapura East Police Station received a complaint from Aadi Puri regarding the possession of illegal drugs by Aradhana Nath and Gunbir Narayanan. The complainant alleged that he saw the accused with a small quantity of banned substances in their possession near the Vijayapura"
130,FIR202600130,CASE202600130,2025-03-02,24,168,4,2,15,45,3,49,2025-03-01 18:15:57,2025-03-02 05:41:57,2025-03-02 06:00:57,15.041249,74.886446,"On 1st March 2025 at approximately 6:15 pm, a complaint was filed by Champak Tiwari regarding an illegal gathering at a location in Uttara Kannada North Police Station jurisdiction. The complainant alleged that Hemang Narula had gathered a large number of people without proper authorization, causing a disturbance to the public order. Further investigation is underway to determine"
131,FIR202600131,CASE202600131,2024-09-03,233,89,4,1,2,4,2,25,2024-09-02 22:29:37,2024-09-03 07:37:37,2024-09-03 08:31:37,12.729647,77.364564,"On 2nd September 2024 at around 10:40 pm, Ekanta Chopra, a resident of Gadag East Police Station in Gadag district, reported a robbery incident that occurred on the National Highway while she was traveling with her friend Charvi Bath. The accused, Samuel Chadha, snatched their bag containing cash and valuables worth Rs 50"
132,FIR202600132,CASE202600132,2026-04-17,287,89,4,1,10,30,2,25,2026-04-16 18:59:59,2026-04-17 02:40:59,2026-04-17 02:57:59,12.744325,77.363944,"On 16th April 2026 at approximately 18:59:59, Anmol Kale, the complainant, reported a crime against women to Gadag East Police Station in Gadag district. The accused, Yamini Dube, allegedly stalked Waida Sama, the victim, without her consent. This incident is a clear violation of the victim's rights"
133,FIR202600133,CASE202600133,2026-06-05,286,102,3,2,1,3,3,29,2026-06-05 11:04:28,2026-06-05 15:32:28,2026-06-05 16:33:28,14.324747,74.286795,"On 05th June 2026 at approximately 11:04 am, a theft case was reported at Kalaburagi East Police Station, Kalaburagi district. The complainant, Vihaan Chaudry, reported that his mobile phone worth Rs. 30,000 was stolen from his residence by an accused, Osha Sibal. The incident occurred when the"
134,FIR202600134,CASE202600134,2024-09-23,470,39,3,2,9,27,3,13,2024-09-22 21:57:28,2024-09-22 23:22:28,2024-09-23 00:02:28,15.635579,77.734205,"On September 22, 2024 at approximately 9:57 PM, Peenya Police Station in Bengaluru Urban received a complaint from Oni Das regarding the disappearance of his daughter Aashi Dugar. The complainant alleges that Aashi was last seen with Laksh Contractor, who is believed to have taken her away without permission. An investigation has been launched to locate Aashi and"
135,FIR202600135,CASE202600135,2025-07-08,155,60,4,1,2,6,2,17,2025-07-08 08:23:35,2025-07-08 20:03:35,2025-07-08 21:24:35,13.336668,74.218024,"On 8th July 2025 at approximately 8:23 am, Anay Korpal, a resident of Chikkaballapur West Police Station in Chikkaballapur district, reported a chain snatching incident that occurred on the same day at 8:15 am. The victim, Udarsh Chakrabarti and Vasatika Om, were walking on the road when two"
136,FIR202600136,CASE202600136,2024-09-11,40,128,2,1,13,39,2,40,2024-09-11 01:40:08,2024-09-11 04:33:08,2024-09-11 06:15:08,15.8589,77.625932,"On 11th September 2024 at approximately 1:40 am, Orinder Thakkar filed a complaint at Alanahalli Police Station in Mysuru district regarding an organized crime incident involving smuggling. The complainant alleged that Chatresh Bath and Varenya Shankar were assaulted by Amruta Bhattacharyya, Triveni Khare, and Vincent N"
137,FIR202600137,CASE202600137,2026-01-22,412,83,2,2,6,16,5,24,2026-01-22 04:50:49,2026-01-22 06:07:49,2026-01-22 08:01:49,13.385742,78.31803,"On 22nd January 2026 at approximately 4:50 am, a simple assault took place at Dharwad East Police Station in the district of Dharwad. The complainant, Baghyawati Kanda, reported that Shaurya Kothari and Ekaja Gokhale were assaulted by Azaan Pingle, Ekaraj Guha, and Hemangini Sh"
138,FIR202600138,CASE202600138,2026-01-26,354,69,2,1,2,6,1,19,2026-01-25 23:19:14,2026-01-26 02:19:14,2026-01-26 03:09:14,15.576602,77.207471,"On 25th January 2026 at around 11:19 PM, Anirudh Chana, a resident of Chitradurga North Police Station in Chitradurga district, reported a robbery incident that occurred on the same day at 9:45 PM. The complainant stated that Vrinda Setty and Mugdha Bala, two accused, sn"
139,FIR202600139,CASE202600139,2024-10-24,290,16,3,2,1,1,4,7,2024-10-23 16:57:46,2024-10-24 02:04:46,2024-10-24 03:44:46,11.760104,74.460292,"On 23rd October 2024 at around 16:57:46 hours, a theft incident occurred in Shahapur Police Station area of Belagavi district. The complainant Bina Prakash reported that his vehicle, a white Tata Safari, bearing registration number KA-01-AB-3456, was stolen from outside his residence. The accused Gagan"
140,FIR202600140,CASE202600140,2025-07-01,395,64,1,1,8,24,2,18,2025-06-30 15:14:03,2025-07-01 01:16:03,2025-07-01 02:54:03,12.082679,75.308975,"On 30th June 2025 at around 15:14 hours, a complaint was filed by Saanvi Mohanty against Vanya Raja for manufacturing and possessing drugs at Chikkamagaluru West Police Station in the district of Chikkamagaluru. The accused, Vanya Raja, was arrested and is currently being questioned by the police. Further investigation"
141,FIR202600141,CASE202600141,2025-08-23,235,155,1,2,1,2,4,45,2025-08-23 07:49:09,2025-08-23 15:32:09,2025-08-23 15:50:09,12.632733,73.973604,"On 23rd August 2025 at around 7:49 am, Tumakuru North Police Station received a complaint from Brinda Khanna regarding the theft of her house located in Tumakuru district. The complainant stated that Gautam Munshi, Ikbal Dara and Balhaar Malhotra broke into her house by using force and stole valuable items worth R"
142,FIR202600142,CASE202600142,2025-01-30,372,101,1,2,6,18,2,30,2025-01-30 04:06:41,2025-01-30 06:14:41,2025-01-30 06:54:41,14.327846,74.292084,"On January 30, 2025, at approximately 04:06:41 a.m., Raghav Dyal, the complainant, reported an assault incident that occurred at his residence in Kalaburagi Town, Kalaburagi district. The accused, Rohan Aggarwal, allegedly physically assaulted Daniel Warrior, the victim, due to domestic violence."
143,FIR202600143,CASE202600143,2026-04-13,67,63,3,1,7,21,5,18,2026-04-12 18:34:22,2026-04-13 00:03:22,2026-04-13 01:12:22,12.06491,75.386958,"On 12th April 2026 at around 6:34 PM, Lohit Mishra, the complainant, reported to Chikkamagaluru East Police Station that Shivani Merchant and Samuel Vala were kidnapped by Baghyawati Chana, Ekaraj Banik, and Veer Yadav. The victims were last seen at a shopping mall"
144,FIR202600144,CASE202600144,2025-05-24,182,157,1,2,14,42,5,45,2025-05-24 01:34:39,2025-05-24 14:29:39,2025-05-24 15:01:39,12.583232,73.98454,"On 24th May 2025 at approximately 1:34 am, a traffic crime was reported at Tumakuru Central Police Station, Tumakuru district. The complainant, Viraj Lall, reported that he witnessed illegal racing on the highway involving Ekta Sagar. The victim, Oni Parikh, was injured during the incident. Further investigation revealed that Ekta Sagar was"
145,FIR202600145,CASE202600145,2024-12-23,47,10,3,2,14,41,4,3,2024-12-22 19:11:32,2024-12-23 02:57:32,2024-12-23 03:14:32,16.637288,77.138218,"On 22nd December 2024 at approximately 7:11 PM, a traffic crime was reported at Ballari South Police Station in Ballari district. The complainant, Vyanjana Mistry, reported that her friend Nakul Sangha was hit by an unknown vehicle while crossing the road. The accused, Chaitanya Mander, fled the scene without providing any assistance or exchanging details. An"
146,FIR202600146,CASE202600146,2025-08-15,162,2,3,2,3,9,4,1,2025-08-15 18:07:42,2025-08-15 20:12:42,2025-08-15 22:03:42,15.965365,74.072404,"On 15th August 2025 at approximately 6:07 pm, Bahadurjit Chahal filed a complaint at Bagalkote East Police Station in Bagalkote district regarding an identity theft incident that occurred on the same day at 6:07 pm. The victim, Logan Dey, reported that his personal information including his Aadhaar number, pan card number and"
147,FIR202600147,CASE202600147,2025-12-31,412,85,3,1,13,37,5,23,2025-12-31 02:29:49,2025-12-31 04:06:49,2025-12-31 05:22:49,13.338632,78.313569,"On 31st December 2025 at approximately 2:29 am, a complaint was filed by Daksha Mangal at Dharwad North Police Station regarding an organized crime incident that occurred in the early hours of the same day. The victim, Maanav Desai, reportedly sustained injuries after being attacked by two accused, Fariq Bassi and Balendra Keer, who are believed"
148,FIR202600148,CASE202600148,2024-12-15,414,108,3,2,14,42,4,32,2024-12-15 03:05:13,2024-12-15 15:08:13,2024-12-15 15:49:13,13.003571,76.253238,"On 15th December 2024 at around 3:05 am, Kodagu Town Police Station received a complaint from Oni Khanna regarding an illegal racing incident that took place on the Kodagu-Mysuru highway. The complainant alleged that Avni Sarin and Christopher Shroff were involved in a high-speed race on their vehicles, which resulted in the death of January S"
149,FIR202600149,CASE202600149,2025-03-05,451,163,2,2,3,9,4,47,2025-03-04 18:55:40,2025-03-04 23:49:40,2025-03-05 00:07:40,15.110127,74.445013,"On March 4th, 2025 at approximately 6:55 PM, Udupi North Police Station received a complaint from Chaitanya Guha regarding identity theft committed by Advika Sangha, Wakeeta Chaudhari, and Vasana Sheth against Raghav Radhakrishnan and Brinda Varkey. The complainant alleges that the accused created fake social media accounts"
150,FIR202600150,CASE202600150,2026-07-10,411,111,3,1,10,28,4,32,2026-07-10 04:31:28,2026-07-10 14:20:28,2026-07-10 16:09:28,12.982297,76.27424,"On 10th July 2026 at around 4:31 am, Arya Patel (complainant) lodged a complaint at Kodagu North Police Station, Kodagu district, regarding dowry harassment against Deepa Sridhar (accused). The victim, Alka Kohli, is alleging that she has been subjected to physical and verbal abuse by the"
151,FIR202600151,CASE202600151,2025-11-03,304,145,1,1,10,30,3,42,2025-11-03 10:15:31,2025-11-03 11:26:31,2025-11-03 12:05:31,17.558522,74.005583,"On 3rd November 2025 at around 10:15 am, Ramanagara North Police Station received a complaint from Orinder Gade regarding stalking of his friend Vrishti Subramaniam and sister Yutika Thaman by Wahab Wali, Forum Jayaraman, and Tripti Oza. The complainant alleged that the accused had been following and"
152,FIR202600152,CASE202600152,2025-06-04,227,98,2,2,14,40,5,28,2025-06-03 20:17:44,2025-06-04 07:42:44,2025-06-04 07:55:44,17.428642,77.615583,"On 3rd June 2025 at around 8:17 PM, Ekaja Ghose filed a complaint at Haveri East Police Station regarding a traffic crime committed by Nathan Padmanabhan. The accused was driving under the influence of alcohol, which resulted in an accident involving Reva Bassi. As a result, Bassi sustained serious injuries and was taken to a nearby hospital for treatment."
153,FIR202600153,CASE202600153,2025-07-31,410,85,1,2,12,36,2,23,2025-07-31 02:33:08,2025-07-31 09:59:08,2025-07-31 11:02:08,13.328298,78.324933,"On 31st July 2025 at approximately 2:33 am, a complaint was filed by Charan Amble at Dharwad North Police Station, Dharwad district, regarding illegal encroachment of property. The complainant alleged that Ethan Sathe and Zansi Kapadia had damaged the property of Kabir Gulati and Manya Ranganathan without any legal authority"
154,FIR202600154,CASE202600154,2024-10-18,287,88,3,1,13,39,5,25,2024-10-18 09:13:33,2024-10-18 12:09:33,2024-10-18 12:20:33,12.68317,77.367038,"On 18th October 2024 at approximately 9:13 am, Tamanna Nagarajan, a resident of Gadag Town, lodged a complaint at the Gadag Town Police Station regarding an organized crime incident that occurred earlier that day. The complainant alleged that Ethan Sane, a resident of the same locality, had been involved in smuggling activities and had caused"
155,FIR202600155,CASE202600155,2025-01-01,124,120,1,1,5,14,4,36,2025-01-01 02:14:16,2025-01-01 10:52:16,2025-01-01 11:53:16,15.078867,74.468703,"On 01-01-2025 at approximately 02:14:16hrs, Frederick Golla (Complainant) reported to Mandya Town Police Station that Sai Verma (Victim) was brutally murdered by Caleb Dhawan (Accused) in a contract killing. The accused had hired a hitman to eliminate the victim due to a personal grud"
156,FIR202600156,CASE202600156,2025-03-24,323,69,1,2,6,17,1,19,2025-03-23 18:53:33,2025-03-24 00:36:33,2025-03-24 02:07:33,15.570469,77.246552,"On 23rd March 2025 at approximately 18:53 hours, a serious assault took place at Chitradurga North Police Station in the jurisdiction of Chitradurga district. The complainant Wahab Bera reported that the victim Chameli Majumdar was attacked by Maanav Swaminathan resulting in grievous injuries. Further investigation is underway to ascertain"
157,FIR202600157,CASE202600157,2025-09-20,361,171,1,2,4,11,5,50,2025-09-20 01:37:53,2025-09-20 02:37:53,2025-09-20 03:08:53,18.166472,78.241239,"On September 20, 2025 at approximately 1:37 AM, Nisha Gole filed a complaint with Vijayanagara West Police Station regarding an insurance fraud committed by Jason Balakrishnan. According to the complainant, Balakrishnan falsely claimed that his car was stolen and made an insurance claim worth 50,00"
158,FIR202600158,CASE202600158,2025-01-05,49,41,3,1,5,14,1,14,2025-01-04 23:54:46,2025-01-05 01:25:46,2025-01-05 03:05:46,15.604573,77.68808,"On January 4th, at approximately 11:54 PM, a murder occurred at a residential complex in BTM Layout, Bengaluru Urban. The victim, Warhi Kohli (32) and Mitali Chander (28), were found dead with multiple stab wounds inside their residence. The complainant, Upadhriti Sood, reported that she heard loud noises coming from"
159,FIR202600159,CASE202600159,2024-12-29,131,12,2,2,9,27,3,2,2024-12-28 20:46:21,2024-12-28 23:11:21,2024-12-29 01:06:21,16.676556,77.114411,"On 28th December 2024 at around 8:46 PM, Geetika Bhattacharya, the complainant, reported to Ballari Market Police Station that her friend Kritika Parekh went missing after they were together at a party in Ballari. The last time Kritika was seen was when she left the party with an unknown person identified as Garima Thakur. An investigation has been"
160,FIR202600160,CASE202600160,2024-09-12,248,22,1,2,14,41,5,6,2024-09-12 08:27:28,2024-09-12 16:03:28,2024-09-12 16:59:28,11.71259,74.423768,"On 12th September 2024 at around 8:27 am, a hit-and-run incident occurred near Angol Police Station in Belagavi district. The complainant, Jasmit Deep, reported that his friend Rushil Kapadia was knocked down by a speeding vehicle whose driver fled the scene without providing any assistance or details. The accused, Gabriel Modi and Darika Bali"
161,FIR202600161,CASE202600161,2025-10-21,166,52,1,2,6,16,5,15,2025-10-20 21:36:31,2025-10-21 06:29:31,2025-10-21 08:02:31,16.325226,75.586004,"On 20th October 2025 at approximately 9:36 PM, a simple assault case was reported at Bidar North Police Station, Bidar district. The complainant, David Krishnan, alleged that the accused, Maya Pall, physically attacked him, causing him bodily harm. The victim, Sachi Chaudhuri, sustained minor injuries during the incident."
162,FIR202600162,CASE202600162,2025-01-04,51,125,2,1,7,21,4,37,2025-01-04 03:37:51,2025-01-04 12:42:51,2025-01-04 13:37:51,15.932778,77.65961,"On January 4th, 2025 at around 3:37 AM, Vijayanagar Police Station in Mysuru received a complaint from Lekha Virk regarding the kidnapping of her friends, Varenya Gole and Yagnesh Mital. The accused, Urvi Chhabra and Anusha Butala, are alleged to have kidnapped the victims with the intention"
163,FIR202600163,CASE202600163,2026-05-07,116,34,2,1,2,6,1,13,2026-05-06 12:58:03,2026-05-06 22:30:03,2026-05-06 22:59:03,15.649675,77.751532,"On May 6th, 2026 at approximately 12:58 PM, a chain snatching incident occurred at Madiwala Police Station in Bengaluru Urban District. The complainant, Falguni Chana, reported that her friend Aishani Sabharwal was the victim of the crime committed by Abeer Swamy."
164,FIR202600164,CASE202600164,2026-04-03,289,55,2,2,4,10,2,16,2026-04-03 13:16:55,2026-04-03 18:28:55,2026-04-03 18:55:55,12.19672,75.759769,"On 03-Apr-22 at approximately 13:16 hrs, Champak Bath (Complainant) reported to Chamarajanagar East Police Station that Tanmayi Bora (Victim) had issued a cheque in favor of Unnati Tata (Accused) for a sum of Rs.50,000 as payment for goods purchased from her business. However"
165,FIR202600165,CASE202600165,2024-09-12,169,109,1,2,3,9,4,32,2024-09-12 06:06:38,2024-09-12 14:54:38,2024-09-12 16:11:38,13.011295,76.320461,"On September 12, 2024, at approximately 6:06 a.m., Kodagu East Police Station received a complaint from William Sama regarding identity theft committed by Alexander Chaudhary. The victim, Edhitha Keer, had her personal information stolen and used to create fake social media accounts without her knowledge or consent. The accused is believed to have carried out this cyber"
166,FIR202600166,CASE202600166,2025-01-10,147,127,3,2,14,42,3,37,2025-01-10 16:20:28,2025-01-10 19:48:28,2025-01-10 20:01:28,15.859836,77.667435,"On 10th January 2025 at approximately 4:20 pm, Tripti Sastry, the complainant, reported an illegal racing incident that occurred on the Mysuru-Bengaluru highway. The accused, Pavani Zachariah and Nachiket Ramachandran, were seen racing their vehicles at high speeds, posing a significant threat to other road users. Further investigation revealed"
167,FIR202600167,CASE202600167,2025-11-17,298,130,3,1,10,28,3,40,2025-11-17 04:31:19,2025-11-17 13:35:19,2025-11-17 14:19:19,15.86009,77.61327,"On 17th November 2025 at approximately 4:31 am, Aashi Dugar, the complainant, reported to Saraswathipuram Police Station in Mysuru district that her sister Pooja Mangat and brother-in-law Robert Radhakrishnan were subjected to dowry harassment by their husband Azaan Bala and his wife Nimrat"
168,FIR202600168,CASE202600168,2024-12-25,244,11,3,1,2,6,1,3,2024-12-24 13:21:34,2024-12-24 23:59:34,2024-12-25 01:08:34,16.636118,77.151692,"On 24th December 2024 at approximately 13:21:34 hours, a robbery occurred in Ballari Central Police Station jurisdiction, where Madhavi Swamy, the victim, had her chain snatched by Nitara Purohit and Mitali Lanka, the accused. The complainant, Vanya Chakrabarti, reported the incident to the police"
169,FIR202600169,CASE202600169,2024-10-26,281,144,1,1,8,24,2,42,2024-10-26 12:45:08,2024-10-26 19:23:08,2024-10-26 20:28:08,17.517531,74.037861,"On 26th October 2024 at around 12:45 pm, Ramanagara West Police Station received a complaint from Vasatika Om regarding the drug offense committed by Tarak Zacharia and Bhanumati Vig. The complainant alleged that the accused were found manufacturing drugs in their residential premises located in Ramanagara district. Further investigation revealed that the"
170,FIR202600170,CASE202600170,2026-05-28,70,25,1,1,13,38,1,8,2026-05-28 05:20:33,2026-05-28 15:01:33,2026-05-28 15:28:33,15.38625,77.294022,"On 28th May 2026 at approximately 5:20:33 AM, a complaint was filed by Damyanti Bath at Bengaluru Rural West Police Station, Bengaluru Rural district, regarding an organized crime of extortion committed by Jagdish Comar and Ansh Sunder against Abha Dara. The incident is alleged to have occurred on the same date and"
171,FIR202600171,CASE202600171,2025-09-07,293,55,4,2,9,27,5,16,2025-09-07 15:04:57,2025-09-07 18:27:57,2025-09-07 19:19:57,12.210793,75.760688,"On September 7, 2025, at approximately 3:04 pm, Umang Shankar filed a missing person report at the Chamarajanagar East Police Station in Chamarajanagar district. Jonathan Srivastava, a resident of Chamarajanagar, was reported missing by his family after he failed to return home from his workplace on September 6, 2025"
172,FIR202600172,CASE202600172,2025-06-28,470,39,1,1,13,39,3,13,2025-06-28 18:04:47,2025-06-28 20:25:47,2025-06-28 20:42:47,15.61819,77.694313,"On 28th June 2025 at around 6:04 pm, Peenya Police Station in Bengaluru Urban district received a complaint from Shaurya Kothari regarding the smuggling of goods by Xalak Walla. The victim, Garima Prabhu, reported that she had hired Xalak Walla to transport her consignment of goods worth Rs 50"
173,FIR202600173,CASE202600173,2026-02-09,494,134,2,2,6,16,5,39,2026-02-08 12:08:30,2026-02-08 23:17:30,2026-02-09 00:06:30,15.913375,77.623396,"On 8th February 2026 at approximately 12:08 pm, a simple assault occurred at Krishnaraja Police Station in Mysuru district. Ekaja Gokhale, the complainant, reported that Urvashi Hans and Bhavya Wali were physically attacked by Mohammed Patil, Mahika Buch, and Vamakshi Deshpande. The victims sustained minor"
174,FIR202600174,CASE202600174,2026-02-25,324,83,4,2,3,9,1,24,2026-02-24 23:43:48,2026-02-25 05:18:48,2026-02-25 06:11:48,13.37399,78.334408,"On 24th February 2026 at approximately 11:43 PM, a cybercrime was reported at Dharwad East Police Station in the district of Dharwad. The complainant Arjun Raj reported that his identity had been stolen by Frado Bawa and Mitali Talwar. The accused duo is suspected to have gained unauthorized access to Raj's"
175,FIR202600175,CASE202600175,2024-12-07,104,179,1,2,11,33,4,52,2024-12-07 09:21:23,2024-12-07 18:44:23,2024-12-07 18:51:23,17.630723,78.361316,"On 7th December 2024 at approximately 9:21 am, a complaint was filed by Darpan Purohit regarding a forgery incident that occurred in Yadgir East Police Station's jurisdiction. The complainant alleges that Amol Rama and Kiaan Wadhwa were defrauded of a sum of money by Chaman Anne, Lajita Th"
176,FIR202600176,CASE202600176,2024-10-01,58,48,3,1,13,38,2,10,2024-10-01 00:57:39,2024-10-01 05:05:39,2024-10-01 05:29:39,15.632184,77.757085,"On 1st October 2024 at approximately 00:57:39 hours, a complaint was filed by Wazir Andra at Bellandur Police Station, Bengaluru Urban regarding an organized crime of extortion committed by Daksh Divan against Damyanti Parmar. Further investigation revealed that the accused had been threatening and intimidating the victim to pay him a sum of"
177,FIR202600177,CASE202600177,2025-05-29,469,130,1,2,11,32,5,39,2025-05-29 18:24:35,2025-05-29 22:02:35,2025-05-29 22:55:35,15.84271,77.659738,"On 29th May 2025 at around 6:45 PM, Yagnesh Bassi, a resident of Saraswathipuram, Mysuru, reported a tax fraud incident to the Saraswathipuram Police Station. The complainant alleged that Charvi Narasimhan, Varsha Nair, and Sara Rau had committed an economic offense by f"
178,FIR202600178,CASE202600178,2025-05-24,430,40,2,2,12,35,1,10,2025-05-24 09:11:52,2025-05-24 16:34:52,2025-05-24 18:05:52,15.65999,77.769928,"On May 24th, 2025 at approximately 9:11 am, a complaint was filed at Banashankari Police Station in Bengaluru Urban district regarding vandalism of property belonging to Balvan Nair by Tejas Buch. According to the complainant Advik Sharaf, the accused had deliberately damaged the property with the intention of causing harm. Further investigation is underway"
179,FIR202600179,CASE202600179,2025-06-25,57,18,4,2,4,12,2,7,2025-06-24 16:26:45,2025-06-24 22:17:45,2025-06-25 00:02:45,11.721724,74.401581,"On 24th June 2025 at approximately 16:26:45 hours, a complaint was lodged by Daniel Warrior at Vadgaon Police Station in Belagavi district regarding an investment scam committed by Triveni Chandra. The victim, Rayaan Bhagat, had invested a significant amount of money with Chandra, who promised unrealistic returns. However"
180,FIR202600180,CASE202600180,2025-12-30,73,154,4,1,8,23,4,46,2025-12-30 11:42:33,2025-12-30 21:15:33,2025-12-30 22:13:33,12.606169,74.006964,"On 30th December 2025 at approximately 11:42:33 am, Tumakuru West Police Station received a complaint from Rohan Merchant regarding drug trafficking by Utkarsh Sengupta. The victim, Shravya Divan, was allegedly administered drugs without her consent by the accused. An investigation has been initiated to determine the circumstances surrounding"
181,FIR202600181,CASE202600181,2025-11-20,250,109,2,2,14,41,1,32,2025-11-20 08:22:34,2025-11-20 19:52:34,2025-11-20 21:48:34,13.017633,76.271167,"On 20th November 2025 at approximately 8:22 am, Triveni Vala, the complainant, reported a hit and run incident that occurred on Kodagu East Road. The accused, Samaksh Sur, was driving his vehicle when it collided with Jatin Kibe's scooter. Despite causing damage to the scooter, the accused fled the scene without providing any"
182,FIR202600182,CASE202600182,2026-07-02,271,127,1,1,5,13,2,38,2026-07-02 06:35:31,2026-07-02 12:03:31,2026-07-02 14:03:31,15.842145,77.675514,"On 02nd July 2026 at approximately 06:35:31 hours, a murder incident occurred at Noah Parikh's residence located in Mysuru, Karnataka. The victim, Eta Sastry and Hitesh Jani were found dead with multiple stab wounds inside the residence. The accused, Ikshita Chadha, Rohan Behl,"
183,FIR202600183,CASE202600183,2024-10-02,161,52,2,2,14,41,3,15,2024-10-02 02:40:27,2024-10-02 04:06:27,2024-10-02 04:17:27,16.350058,75.549482,"On 02nd October 2024 at approximately 2:40 am, a hit and run incident occurred near Bidar North Police Station in Bidar district. The complainant, Nisha Sangha, reported that the accused, Daksha Sagar, had intentionally hit her husband, Bahadurjit Rama, with their vehicle before speeding away from the scene. The incident resulted in"
184,FIR202600184,CASE202600184,2025-05-09,322,177,1,2,6,16,1,51,2025-05-09 06:48:49,2025-05-09 13:47:49,2025-05-09 14:04:49,11.638527,78.274134,"On May 9th, 2025 at approximately 6:48 PM, a simple assault took place at Vijayapura South Police Station's jurisdiction. Logan Dey, the complainant, reported that Ishaan Dara, Ansh Tripathi, and Aarush Korpal had physically harmed Alka Baral and Meera Kar. The incident occurred on a street in"
185,FIR202600185,CASE202600185,2025-03-25,98,126,1,1,5,14,2,38,2025-03-24 15:56:15,2025-03-25 04:26:15,2025-03-25 05:28:15,15.846612,77.610983,"On 24th March 2025 at approximately 15:56hrs, a murder case was reported at Nazarbad Police Station in Mysuru district. The complainant Imaran Sura reported that his wife Harshil Devi was found dead with multiple stab wounds at their residence. Further investigation revealed that the accused Barkha Venkatesh, a known enemy of the victim, had"
186,FIR202600186,CASE202600186,2026-04-05,253,141,3,2,4,10,5,41,2026-04-05 00:30:27,2026-04-05 13:08:27,2026-04-05 14:20:27,14.1367,78.561295,"On 5th April 2026 at around 12:30 am, Raichur South Police Station received a complaint from Raghav Radhakrishnan regarding fraudulent cheques issued by Ira Mitra, Max Sami and Parth Mistry in the name of Nathaniel Sachdev and Ekalinga Thakkar. The complainant alleges that he had given these individuals"
187,FIR202600187,CASE202600187,2025-01-18,188,4,3,1,2,4,2,1,2025-01-18 08:31:32,2025-01-18 16:11:32,2025-01-18 17:57:32,15.971055,74.103821,"On January 18th, 2025 at approximately 8:31 AM, a robbery occurred on the Bagalkote Highway involving three accused Veer Dayal, Daniel Prabhu and Bhavna Basu who stole valuables worth Rs. 1,50,000 from two victims Balvan Varkey and Anusha Ram, while they were traveling in their car"
188,FIR202600188,CASE202600188,2024-12-07,296,107,4,1,10,30,1,30,2024-12-07 05:52:51,2024-12-07 17:24:51,2024-12-07 18:42:51,14.323735,74.325023,"On December 7, 2024 at approximately 5:52 a.m., Alka Kohli, the complainant, reported to Kalaburagi Market Police Station that Chakradev Tella, the victim, was being stalked by Vyanjana Thakkar. The accused has been following the victim and making unwanted advances towards her despite her repeated rejections. The victim is a"
189,FIR202600189,CASE202600189,2025-06-11,441,1,1,1,10,29,2,1,2025-06-11 10:05:23,2025-06-11 20:31:23,2025-06-11 20:59:23,16.022144,74.156424,"On 11th June 2025 at approximately 10:05 am, a complaint was filed by Vrishti Subramaniam (complainant) regarding an incident of sexual harassment committed against Deepa Sengupta (victim) by Gautam Sachdeva (accused) at Bagalkote Town Police Station, Bagalkote district. The accused is known to"
